,cleaned_entity_name,entity_name,lei,isin,LEI
10070,WANDA International Trade Group,WANDA International Trade Group,,,
10071,WANDA Group SHARE,WANDA Group SHARE,,,
10072,Wangqing Kaidi Green Energy Development,Wangqing Kaidi Green Energy Development,,,
10073,Wanhua Chemical Ningbo,Wanhua Chemical (Ningbo),,,
10074,Wanhua Industrial Group,Wanhua Industrial Group,,,
10075,Wanjia Asset Management,Wanjia Asset Management,,,
10076,Wanjia Gongying Asset Management,Wanjia Gongying Asset Management,,,
10077,Wanma Shiying Shanghai Enterprise Management Service Center,Wanma Shiying (Shanghai) Enterprise Management Service Center,,,
10078,Wanneng Xinjiang Electric Power,Wanneng Xinjiang Electric Power,,,
10079,Wanqi Energy Wuhai Jinghua,Wanqi Energy Wuhai Jinghua,,,
10080,Wanrong New Material Fujian,Wanrong New Material (Fujian),,,
10081,Wantong Haixin Holding Group,Wantong Haixin Holding Group,,,
10082,Wanxiang Trust,Wanxiang Trust,,,
10083,Warwick Investment Group,Warwick Investment Group,,,
10084,Weifang Aohua New Energy Technology,Weifang Aohua New Energy Technology,,,
10085,Weifang Hongrun Asset Management,Weifang Hongrun Asset Management,,,
10086,Weifang Hongsheng New Energy,Weifang Hongsheng New Energy,,,
10087,Weifang Shengtai MEDICINE,Weifang Shengtai MEDICINE,,,
10088,Weifang Shi Dachang Sheng Energy Technology,Weifang Shi Dachang Sheng Energy Technology,,,
10089,Weifang Stateowned Assets Supervision and Administration Commission,Weifang State-owned Assets Supervision and Administration Commission,,,
10090,Weifang Xinlong Biological Materials,Weifang Xinlong Biological Materials,,,
10091,Weifang Zhonghuan Jusheng Power Generation,Weifang Zhonghuan Jusheng Power Generation,,,
10092,Weihai Chuanneng Thermal Power,Weihai Chuanneng Thermal Power,,,
10093,Weihai Jinmao New Energy,Weihai Jinmao New Energy,,,
10094,Weihai Lingang State Owned Assets Management,Weihai Lingang State Owned Assets Management,,,
10095,Weihai Municipal Peoples Government Stateowned Assets Supervision and Administration Commission,Weihai Municipal People's Government State-owned Assets Supervision and Administration Commission,,,
10096,Weihai Thermal Power Plant,Weihai Thermal Power Plant,,,
10097,Weihai Xinyang Investment,Weihai Xinyang Investment,,,
10098,Weihua Holdings,Weihua Holdings,,,
10099,Weiqiao Textile,Weiqiao Textile,,,
10100,Wenan Youneng Bio Thermal Power,Wen'an Youneng Bio Thermal Power,,,
10101,Wenling Green Energy New Energy,Wenling Green Energy New Energy,,,
10102,Wenshui Haiwei Iron and Steel,Wenshui Haiwei Iron and Steel,,,
10103,Wenxian Tianhao New Energy Thermal Power,Wenxian Tianhao New Energy Thermal Power,,,
10104,Wenzhou Chenrui Enterprise Management Partnership,Wenzhou Chenrui Enterprise Management Partnership,,,
10105,Wenzhou Electric Power Investment,Wenzhou Electric Power Investment,,,
10106,Wenzhou Energy Development,Wenzhou Energy Development,,,
10107,Wenzhou Guomai Group,Wenzhou Guomai Group,,,
10108,Wenzhou Hongye Investment Development,Wenzhou Hongye Investment Development,,,
10109,Wenzhou Huitai Investment Management,Wenzhou Huitai Investment Management,,,
10110,Wenzhou QingChuang Enterprise Management,Wenzhou QingChuang Enterprise Management,,,
10111,Western New Age Energy Investment,Western New Age Energy Investment,,,
10112,Wison Engineering,Wison Engineering,,,
10113,Wolverine Gas  Oil,Wolverine Gas & Oil,,,
10114,WU HAI Daishan FORESTRYANIMAL Husbandry,WU HAI Daishan FORESTRY-ANIMAL Husbandry,,,
10115,WU Ling POWER,WU Ling POWER,,,
10116,Wuan Wenan Energy Management Service,Wu'an Wen'an Energy Management Service,,,
10117,Wudi County Stateowned Assets Management Service Center,Wudi County State-owned Assets Management Service Center,,,
10118,Wudi XINYUE Fuel Chemical,Wudi XINYUE Fuel Chemical,,,
10119,Wugang Group,Wugang Group,,,
10120,Wugang Group Kunming Steel  Iron,Wugang Group Kunming Steel & Iron,,,
10121,Wuhai By Hong Kong Investment Limited,Wuhai By Hong Kong Investment Limited,,,
10122,Wuhai City Tianyu Coal,Wuhai City Tianyu Coal,,,
10123,Wuhai Huazi Coke,Wuhai Huazi Coke,,,
10124,Wuhai Morogou Coal,Wuhai Morogou Coal,,,
10125,Wuhai Xitai Coal Industry,Wuhai Xitai Coal Industry,,,
10126,Wuhan Chenfengchen Petrochemical,Wuhan Chenfengchen Petrochemical,,,
10127,Wuhan Dynagreen Renewable ENERGY,Wuhan Dynagreen Renewable ENERGY,,,
10128,Wuhan Economic and Technological Development Zone Hannan District Finance Bureau Wuhan Economic and Technological Development Zone Hannan District Stateowned Assets Supervision and Administration Bureau,Wuhan Economic and Technological Development Zone (Hannan District) Finance Bureau (Wuhan Economic and Technological Development Zone (Hannan District) State-owned Assets Supervision and Administration Bureau),,,
10129,Wuhan Fengqing Town Investment Development,Wuhan Fengqing Town Investment Development,,,
